_id,MONATSZAHL,AUSPRAEGUNG,JAHR,MONAT,WERT,VORJAHRESWERT,VERAEND_VORMONAT_PROZENT,VERAEND_VORJAHRESMONAT_PROZENT,ZWOELF_MONATE_MITTELWERT
17985,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2021,202106,21886,21081,0.17,3.82,21567
17986,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2021,202107,21928,21113,0.19,3.86,21635
17987,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2021,202108,22053,21216,0.57,3.95,21705
17988,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2021,202109,22198,21342,0.66,4.01,21776
17989,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2021,202110,22264,21428,0.3,3.9,21846
17990,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2021,202111,22397,21515,0.6,4.1,21919
17991,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2021,202112,22512,21559,0.51,4.42,21999
17992,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2020,202001,21004,19760,0.7,6.3,20409
17993,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2020,202002,21123,19822,0.57,6.56,20518
17994,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2020,202003,21138,19970,0.07,5.85,20615
17995,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2020,202004,21130,20063,-0.04,5.32,20704
17996,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2020,202005,21070,20092,-0.28,4.87,20785
17997,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2020,202006,21081,20208,0.05,4.32,20858
17998,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2020,202007,21113,20305,0.15,3.98,20925
17999,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2020,202008,21216,20459,0.49,3.7,20989
18000,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2020,202009,21342,20592,0.59,3.64,21051
18001,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2020,202010,21428,20721,0.4,3.41,21110
18002,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2020,202011,21515,20817,0.41,3.35,21168
18003,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2020,202012,21559,20857,0.2,3.37,21227
18004,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2019,201901,19760,19013,0.35,3.93,19427
18005,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2019,201902,19822,19111,0.31,3.72,19492
18006,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2019,201903,19970,19128,0.75,4.4,19568
18007,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2019,201904,20063,19193,0.47,4.53,19648
18008,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2019,201905,20092,,0.14,,19685
18009,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2019,201906,20208,19260,0.58,4.92,19764
18010,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2019,201907,20305,19347,0.48,4.95,19843
18011,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2019,201908,20459,19456,0.76,5.16,19927
18012,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2019,201909,20592,19512,0.65,5.54,20017
18013,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2019,201910,20721,19602,0.63,5.71,20110
18014,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2019,201911,20817,19639,0.46,6,20208
18015,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2019,201912,20857,19692,0.19,5.92,20306
18016,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2018,201801,19013,18416,0.14,3.24,18786
18017,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2018,201802,19111,18478,0.52,3.43,18838
18018,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2018,201803,19128,18561,0.09,3.05,18886
18019,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2018,201804,19193,18617,0.34,3.09,18934
18020,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2018,201805,,18696,,,
18021,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2018,201806,19260,18733,,2.81,19003
18022,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2018,201807,19347,18747,0.45,3.2,19058
18023,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2018,201808,19456,18848,0.56,3.23,19113
18024,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2018,201809,19512,18865,0.29,3.43,19172
18025,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2018,201810,19602,18936,0.46,3.52,19232
18026,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2018,201811,19639,18946,0.19,3.66,19295
18027,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2018,201812,19692,18987,0.27,3.71,19359
18028,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2017,201701,18416,17542,0.29,4.98,17951
18029,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2017,201702,18478,17578,0.34,5.12,18026
18030,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2017,201703,18561,17589,0.45,5.53,18107
18031,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2017,201704,18617,17608,0.3,5.73,18191
18032,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2017,201705,18696,17612,0.42,6.15,18282
18033,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2017,201706,18733,17709,0.2,5.78,18367
18034,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2017,201707,18747,17805,0.07,5.29,18446
18035,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2017,201708,18848,18021,0.54,4.59,18514
18036,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2017,201709,18865,18185,0.09,3.74,18571
18037,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2017,201710,18936,18228,0.38,3.88,18630
18038,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2017,201711,18946,18302,0.05,3.52,18684
18039,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2017,201712,18987,18362,0.22,3.4,18736
18040,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2016,201601,17542,16556,0.41,5.96,17092
18041,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2016,201602,17578,16563,0.21,6.13,17177
18042,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2016,201603,17589,16592,0.06,6.01,17260
18043,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2016,201604,17608,16595,0.11,6.1,17344
18044,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2016,201605,17612,16658,0.02,5.73,17424
18045,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2016,201606,17709,16961,0.55,4.41,17486
18046,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2016,201607,17805,17093,0.54,4.17,17546
18047,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2016,201608,18021,17306,1.21,4.13,17605
18048,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2016,201609,18185,17433,0.91,4.31,17668
18049,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2016,201610,18228,17423,0.24,4.62,17735
18050,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2016,201611,18302,17471,0.41,4.76,17804
18051,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2016,201612,18362,17471,0.33,5.1,17878
18052,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2015,201501,16556,15840,0.28,4.52,16240
18053,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2015,201502,16563,15851,0.04,4.49,16299
18054,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2015,201503,16592,15904,0.18,4.33,16356
18055,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2015,201504,16595,15922,0.02,4.23,16413
18056,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2015,201505,16658,16015,0.38,4.01,16466
18057,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2015,201506,16961,16111,1.82,5.28,16537
18058,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2015,201507,17093,16201,0.78,5.51,16611
18059,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2015,201508,17306,16370,1.25,5.72,16689
18060,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2015,201509,17433,16444,0.73,6.01,16772
18061,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2015,201510,17423,16495,-0.06,5.63,16849
18062,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2015,201511,17471,16499,0.28,5.89,16930
18063,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2015,201512,17471,16509,0,5.83,17010
18064,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2014,201401,15840,15815,0.03,0.16,15770
18065,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2014,201402,15851,15783,0.07,0.43,15775
18066,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2014,201403,15904,15707,0.33,1.25,15792
18067,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2014,201404,15922,15764,0.11,1,15805
18068,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2014,201405,16015,15752,0.58,1.67,15827
18069,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2014,201406,16111,15660,0.6,2.88,15865
18070,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2014,201407,16201,15677,0.56,3.34,15908
18071,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2014,201408,16370,15765,1.04,3.84,15959
18072,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2014,201409,16444,15808,0.45,4.02,16012
18073,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2014,201410,16495,15811,0.31,4.33,16069
18074,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2014,201411,16499,15834,0.02,4.2,16124
18075,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2014,201412,16509,15836,0.06,4.25,16180
18076,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2013,201301,15815,15727,0.06,0.56,15772
18077,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2013,201302,15783,15701,-0.2,0.52,15779
18078,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2013,201303,15707,15686,-0.48,0.13,15780
18079,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2013,201304,15764,15676,0.36,0.56,15788
18080,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2013,201305,15752,15745,-0.08,0.04,15788
18081,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2013,201306,15660,15714,-0.58,-0.34,15784
18082,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2013,201307,15677,15772,0.11,-0.6,15776
18083,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2013,201308,15765,15831,0.56,-0.42,15770
18084,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2013,201309,15808,15847,0.27,-0.25,15767
18085,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2013,201310,15811,15860,0.02,-0.31,15763
18086,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2013,201311,15834,15807,0.15,0.17,15765
18087,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2013,201312,15836,15806,0.01,0.19,15768
18088,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2012,201201,15727,15610,0.31,0.75,15669
18089,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2012,201202,15701,15594,-0.17,0.69,15677
18090,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2012,201203,15686,15576,-0.1,0.71,15687
18091,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2012,201204,15676,15547,-0.06,0.83,15697
18092,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2012,201205,15745,15572,0.44,1.11,15712
18093,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2012,201206,15714,15599,-0.2,0.74,15721
18094,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2012,201207,15772,15689,0.37,0.53,15728
18095,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2012,201208,15831,15721,0.37,0.7,15737
18096,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2012,201209,15847,15749,0.1,0.62,15746
18097,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2012,201210,15860,15799,0.08,0.39,15751
18098,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2012,201211,15807,15770,-0.33,0.23,15754
18099,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2012,201212,15806,15679,-0.01,0.81,15764
18100,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2011,201101,15610,15801,0.14,-1.21,15660
18101,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2011,201102,15594,15761,-0.1,-1.06,15646
18102,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2011,201103,15576,15732,-0.12,-0.99,15633
18103,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2011,201104,15547,15692,-0.19,-0.92,15621
18104,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2011,201105,15572,15670,0.16,-0.63,15612
18105,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2011,201106,15599,15657,0.17,-0.37,15608
18106,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2011,201107,15689,15663,0.58,0.17,15610
18107,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2011,201108,15721,15671,0.2,0.32,15614
18108,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2011,201109,15749,15654,0.18,0.61,15622
18109,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2011,201110,15799,15622,0.32,1.13,15637
18110,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2011,201111,15770,15595,-0.18,1.12,15651
18111,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2011,201112,15679,15588,-0.58,0.58,15659
18112,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2010,201001,15801,16328,0.04,-3.23,15904
18113,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2010,201002,15761,16263,-0.25,-3.09,15862
18114,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2010,201003,15732,15959,-0.18,-1.42,15843
18115,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2010,201004,15692,15960,-0.25,-1.68,15821
18116,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2010,201005,15670,15938,-0.14,-1.68,15798
18117,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2010,201006,15657,15885,-0.08,-1.44,15779
18118,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2010,201007,15663,15885,0.04,-1.4,15761
18119,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2010,201008,15671,15874,0.05,-1.28,15744
18120,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2010,201009,15654,15818,-0.11,-1.04,15730
18121,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2010,201010,15622,15830,-0.2,-1.31,15713
18122,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2010,201011,15595,15835,-0.17,-1.52,15693
18123,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2010,201012,15588,15795,-0.04,-1.31,15676
18124,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2009,200901,16328,16466,-0.01,-0.84,16395
18125,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2009,200902,16263,16411,-0.4,-0.9,16383
18126,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2009,200903,15959,16414,-1.87,-2.77,16345
18127,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2009,200904,15960,16452,0.01,-2.99,16304
18128,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2009,200905,15938,16453,-0.14,-3.13,16261
18129,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2009,200906,15885,16399,-0.33,-3.13,16218
18130,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2009,200907,15885,16415,0,-3.23,16174
18131,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2009,200908,15874,16421,-0.07,-3.33,16128
18132,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2009,200909,15818,16413,-0.35,-3.63,16079
18133,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2009,200910,15830,16379,0.08,-3.35,16033
18134,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2009,200911,15835,16328,0.03,-3.02,15992
18135,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2009,200912,15795,16329,-0.25,-3.27,15948
18136,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2008,200801,16466,16517,-0.22,-0.31,16488
18137,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2008,200802,16411,16536,-0.33,-0.76,16478
18138,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2008,200803,16414,16514,0.02,-0.61,16469
18139,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2008,200804,16452,16512,0.23,-0.36,16464
18140,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2008,200805,16453,16449,0.01,0.02,16465
18141,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2008,200806,16399,16484,-0.33,-0.52,16458
18142,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2008,200807,16415,16419,0.1,-0.02,16457
18143,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2008,200808,16421,16459,0.04,-0.23,16454
18144,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2008,200809,16413,16490,-0.05,-0.47,16448
18145,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2008,200810,16379,16512,-0.21,-0.81,16437
18146,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2008,200811,16328,16514,-0.31,-1.13,16421
18147,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2008,200812,16329,16502,0.01,-1.05,16407
18148,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2007,200701,16517,16443,0.19,0.45,16432
18149,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2007,200702,16536,16425,0.12,0.68,16441
18150,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2007,200703,16514,16393,-0.13,0.74,16451
18151,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2007,200704,16512,16356,-0.01,0.95,16464
18152,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2007,200705,16449,16381,-0.38,0.42,16470
18153,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2007,200706,16484,16388,0.21,0.59,16478
18154,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2007,200707,16419,16387,-0.39,0.2,16480
18155,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2007,200708,16459,16406,0.24,0.32,16485
18156,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2007,200709,16490,16461,0.19,0.18,16487
18157,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2007,200710,16512,16507,0.13,0.03,16488
18158,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2007,200711,16514,16474,0.01,0.24,16491
18159,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2007,200712,16502,16485,-0.07,0.1,16492
18160,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2006,200601,16443,16366,-0.19,0.47,16437
18161,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2006,200602,16425,16391,-0.11,0.21,16439
18162,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2006,200603,16393,16374,-0.19,0.12,16441
18163,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2006,200604,16356,16388,-0.23,-0.2,16438
18164,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2006,200605,16381,16412,0.15,-0.19,16436
18165,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2006,200606,16388,16425,0.04,-0.23,16433
18166,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2006,200607,16387,16426,-0.01,-0.24,16429
18167,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2006,200608,16406,16488,0.12,-0.5,16423
18168,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2006,200609,16461,16471,0.34,-0.06,16422
18169,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2006,200610,16507,16472,0.28,0.21,16425
18170,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2006,200611,16474,16474,-0.2,0,16425
18171,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2006,200612,16485,16475,0.07,0.06,16426
18172,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2005,200501,16366,16087,0,1.73,16166
18173,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2005,200502,16391,16110,0.15,1.74,16189
18174,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2005,200503,16374,16077,-0.1,1.85,16214
18175,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2005,200504,16388,16020,0.09,2.3,16244
18176,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2005,200505,16412,16010,0.15,2.51,16278
18177,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2005,200506,16425,16047,0.08,2.36,16309
18178,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2005,200507,16426,15980,0.01,2.79,16347
18179,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2005,200508,16488,15996,0.38,3.08,16388
18180,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2005,200509,16471,16332,-0.1,0.85,16399
18181,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2005,200510,16472,16331,0.01,0.86,16411
18182,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2005,200511,16474,16352,0.01,0.75,16421
18183,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2005,200512,16475,16366,0.01,0.67,16430
18184,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2004,200401,16087,15944,0.01,0.9,16008
18185,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2004,200402,16110,15925,0.14,1.16,16023
18186,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2004,200403,16077,15919,-0.2,0.99,16036
18187,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2004,200404,16020,15930,-0.35,0.56,16044
18188,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2004,200405,16010,15945,-0.06,0.41,16049
18189,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2004,200406,16047,15985,0.23,0.39,16055
18190,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2004,200407,15980,16036,-0.42,-0.35,16050
18191,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2004,200408,15996,16032,0.1,-0.22,16047
18192,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2004,200409,16332,16026,2.1,1.91,16072
18193,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2004,200410,16331,16044,-0.01,1.79,16096
18194,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2004,200411,16352,16079,0.13,1.7,16119
18195,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2004,200412,16366,16086,0.09,1.74,16142
18196,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2003,200301,15944,15304,0.24,4.18,15633
18197,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2003,200302,15925,15384,-0.12,3.52,15678
18198,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2003,200303,15919,15418,-0.04,3.25,15720
18199,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2003,200304,15930,15434,0.07,3.21,15761
18200,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2003,200305,15945,15484,0.09,2.98,15800
18201,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2003,200306,15985,15481,0.25,3.26,15842
18202,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2003,200307,16036,15507,0.32,3.41,15886
18203,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2003,200308,16032,15650,-0.02,2.44,15918
18204,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2003,200309,16026,15753,-0.04,1.73,15941
18205,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2003,200310,16044,15806,0.11,1.51,15960
18206,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2003,200311,16079,15832,0.22,1.56,15981
18207,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2003,200312,16086,15906,0.04,1.13,15996
18208,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2002,200201,15304,14397,0.71,6.3,14601
18209,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2002,200202,15384,14364,0.52,7.1,14686
18210,Nicht-EU-Staatsangehörigkeiten,bosnisch-herzegowinisch,2002,200203,15418,14202,0.22,8.56,14788
