_id,MONATSZAHL,AUSPRAEGUNG,JAHR,MONAT,WERT,VORJAHRESWERT,VERAEND_VORMONAT_PROZENT,VERAEND_VORJAHRESMONAT_PROZENT,ZWOELF_MONATE_MITTELWERT
6345,Familienstand,ledig,2017,201709,765511,767331,-0.59,-0.24,772718
6346,Familienstand,ledig,2017,201710,767196,770471,0.22,-0.43,772445
6347,Familienstand,ledig,2017,201711,765847,771987,-0.18,-0.8,771933
6348,Familienstand,ledig,2017,201712,762413,770956,-0.45,-1.11,771221
6349,Familienstand,ledig,2016,201601,761306,740665,0.3,2.79,751097
6350,Familienstand,ledig,2016,201602,763218,741678,0.25,2.9,752892
6351,Familienstand,ledig,2016,201603,764520,743801,0.17,2.79,754618
6352,Familienstand,ledig,2016,201604,766038,745813,0.2,2.71,756304
6353,Familienstand,ledig,2016,201605,766526,746570,0.06,2.67,757967
6354,Familienstand,ledig,2016,201606,766895,748120,0.05,2.51,759531
6355,Familienstand,ledig,2016,201607,766749,749285,-0.02,2.33,760987
6356,Familienstand,ledig,2016,201608,766079,749575,-0.09,2.2,762362
6357,Familienstand,ledig,2016,201609,767331,752968,0.16,1.91,763559
6358,Familienstand,ledig,2016,201610,770471,756718,0.41,1.82,764705
6359,Familienstand,ledig,2016,201611,771987,758283,0.2,1.81,765847
6360,Familienstand,ledig,2016,201612,770956,759043,-0.13,1.57,766840
6361,Familienstand,ledig,2015,201501,740665,724248,0.3,2.27,733261
6362,Familienstand,ledig,2015,201502,741678,725841,0.14,2.18,734581
6363,Familienstand,ledig,2015,201503,743801,727823,0.29,2.2,735912
6364,Familienstand,ledig,2015,201504,745813,729691,0.27,2.21,737256
6365,Familienstand,ledig,2015,201505,746570,730624,0.1,2.18,738584
6366,Familienstand,ledig,2015,201506,748120,730983,0.21,2.34,740013
6367,Familienstand,ledig,2015,201507,749285,731729,0.16,2.4,741476
6368,Familienstand,ledig,2015,201508,749575,731679,0.04,2.45,742967
6369,Familienstand,ledig,2015,201509,752968,734427,0.45,2.52,744512
6370,Familienstand,ledig,2015,201510,756718,737949,0.5,2.54,746076
6371,Familienstand,ledig,2015,201511,758283,739303,0.21,2.57,747658
6372,Familienstand,ledig,2015,201512,759043,738416,0.1,2.79,749377
6373,Familienstand,ledig,2014,201401,724248,707016,0.18,2.44,716640
6374,Familienstand,ledig,2014,201402,725841,708768,0.22,2.41,718063
6375,Familienstand,ledig,2014,201403,727823,710384,0.27,2.45,719516
6376,Familienstand,ledig,2014,201404,729691,712593,0.26,2.4,720941
6377,Familienstand,ledig,2014,201405,730624,713198,0.13,2.44,722393
6378,Familienstand,ledig,2014,201406,730983,713990,0.05,2.38,723809
6379,Familienstand,ledig,2014,201407,731729,715227,0.1,2.31,725184
6380,Familienstand,ledig,2014,201408,731679,715346,-0.01,2.28,726545
6381,Familienstand,ledig,2014,201409,734427,717974,0.38,2.29,727916
6382,Familienstand,ledig,2014,201410,737949,721850,0.48,2.23,729258
6383,Familienstand,ledig,2014,201411,739303,723130,0.18,2.24,730606
6384,Familienstand,ledig,2014,201412,738416,722969,-0.12,2.14,731893
6385,Familienstand,ledig,2013,201301,707016,687501,0.2,2.84,698515
6386,Familienstand,ledig,2013,201302,708768,689281,0.25,2.83,700139
6387,Familienstand,ledig,2013,201303,710384,691502,0.23,2.73,701712
6388,Familienstand,ledig,2013,201304,712593,693640,0.31,2.73,703292
6389,Familienstand,ledig,2013,201305,713198,696416,0.08,2.41,704690
6390,Familienstand,ledig,2013,201306,713990,695691,0.11,2.63,706215
6391,Familienstand,ledig,2013,201307,715227,697210,0.17,2.58,707717
6392,Familienstand,ledig,2013,201308,715346,697176,0.02,2.61,709231
6393,Familienstand,ledig,2013,201309,717974,699463,0.37,2.65,710773
6394,Familienstand,ledig,2013,201310,721850,703883,0.54,2.55,712271
6395,Familienstand,ledig,2013,201311,723130,705298,0.18,2.53,713757
6396,Familienstand,ledig,2013,201312,722969,705603,-0.02,2.46,715204
6397,Familienstand,ledig,2012,201201,687501,666634,0.32,3.13,677653
6398,Familienstand,ledig,2012,201202,689281,668394,0.26,3.12,679394
6399,Familienstand,ledig,2012,201203,691502,670374,0.32,3.15,681154
6400,Familienstand,ledig,2012,201204,693640,672215,0.31,3.19,682940
6401,Familienstand,ledig,2012,201205,696416,673905,0.4,3.34,684816
6402,Familienstand,ledig,2012,201206,695691,674605,-0.1,3.13,686573
6403,Familienstand,ledig,2012,201207,697210,676225,0.22,3.1,688322
6404,Familienstand,ledig,2012,201208,697176,676287,0,3.09,690062
6405,Familienstand,ledig,2012,201209,699463,678754,0.33,3.05,691788
6406,Familienstand,ledig,2012,201210,703883,683314,0.63,3.01,693502
6407,Familienstand,ledig,2012,201211,705298,684957,0.2,2.97,695197
6408,Familienstand,ledig,2012,201212,705603,685307,0.04,2.96,696889
6409,Familienstand,ledig,2011,201101,666634,652996,0.24,2.09,659143
6410,Familienstand,ledig,2011,201102,668394,653902,0.26,2.22,660351
6411,Familienstand,ledig,2011,201103,670374,655047,0.3,2.34,661628
6412,Familienstand,ledig,2011,201104,672215,656335,0.27,2.42,662952
6413,Familienstand,ledig,2011,201105,673905,657081,0.25,2.56,664354
6414,Familienstand,ledig,2011,201106,674605,655457,0.1,2.92,665949
6415,Familienstand,ledig,2011,201107,676225,656415,0.24,3.02,667600
6416,Familienstand,ledig,2011,201108,676287,657518,0.01,2.85,669164
6417,Familienstand,ledig,2011,201109,678754,658938,0.36,3.01,670816
6418,Familienstand,ledig,2011,201110,683314,662782,0.67,3.1,672527
6419,Familienstand,ledig,2011,201111,684957,664584,0.24,3.07,674224
6420,Familienstand,ledig,2011,201112,685307,665027,0.05,3.05,675914
6421,Familienstand,ledig,2010,201001,652996,652257,0.17,0.11,648785
6422,Familienstand,ledig,2010,201002,653902,650800,0.14,0.48,649043
6423,Familienstand,ledig,2010,201003,655047,644404,0.18,1.65,649930
6424,Familienstand,ledig,2010,201004,656335,645066,0.2,1.75,650869
6425,Familienstand,ledig,2010,201005,657081,645633,0.11,1.77,651823
6426,Familienstand,ledig,2010,201006,655457,646407,-0.25,1.4,652578
6427,Familienstand,ledig,2010,201007,656415,647191,0.15,1.43,653346
6428,Familienstand,ledig,2010,201008,657518,647768,0.17,1.51,654159
6429,Familienstand,ledig,2010,201009,658938,649002,0.22,1.53,654987
6430,Familienstand,ledig,2010,201010,662782,652110,0.58,1.64,655876
6431,Familienstand,ledig,2010,201011,664584,652144,0.27,1.91,656913
6432,Familienstand,ledig,2010,201012,665027,651898,0.07,2.01,658007
6433,Familienstand,ledig,2009,200901,652257,637599,0.22,2.3,644965
6434,Familienstand,ledig,2009,200902,650800,638688,-0.22,1.9,645975
6435,Familienstand,ledig,2009,200903,644404,640723,-0.98,0.57,646281
6436,Familienstand,ledig,2009,200904,645066,642489,0.1,0.4,646496
6437,Familienstand,ledig,2009,200905,645633,643365,0.09,0.35,646685
6438,Familienstand,ledig,2009,200906,646407,641466,0.12,0.77,647097
6439,Familienstand,ledig,2009,200907,647191,642668,0.12,0.7,647474
6440,Familienstand,ledig,2009,200908,647768,642579,0.09,0.81,647906
6441,Familienstand,ledig,2009,200909,649002,645094,0.19,0.61,648232
6442,Familienstand,ledig,2009,200910,652110,648996,0.48,0.48,648491
6443,Familienstand,ledig,2009,200911,652144,650433,0.01,0.26,648634
6444,Familienstand,ledig,2009,200912,651898,650826,-0.04,0.16,648723
6445,Familienstand,ledig,2008,200801,637599,617092,0.25,3.32,627782
6446,Familienstand,ledig,2008,200802,638688,619412,0.17,3.11,629388
6447,Familienstand,ledig,2008,200803,640723,620844,0.32,3.2,631045
6448,Familienstand,ledig,2008,200804,642489,623122,0.28,3.11,632659
6449,Familienstand,ledig,2008,200805,643365,624453,0.14,3.03,634235
6450,Familienstand,ledig,2008,200806,641466,625513,-0.3,2.55,635564
6451,Familienstand,ledig,2008,200807,642668,624539,0.19,2.9,637075
6452,Familienstand,ledig,2008,200808,642579,625445,-0.01,2.74,638503
6453,Familienstand,ledig,2008,200809,645094,627928,0.39,2.73,639933
6454,Familienstand,ledig,2008,200810,648996,633409,0.6,2.46,641232
6455,Familienstand,ledig,2008,200811,650433,635120,0.22,2.41,642508
6456,Familienstand,ledig,2008,200812,650826,635999,0.06,2.33,643744
6457,Familienstand,ledig,2007,200701,617092,584053,0.44,5.66,603488
6458,Familienstand,ledig,2007,200702,619412,588643,0.38,5.23,606052
6459,Familienstand,ledig,2007,200703,620844,590469,0.23,5.14,608583
6460,Familienstand,ledig,2007,200704,623122,593225,0.37,5.04,611075
6461,Familienstand,ledig,2007,200705,624453,597385,0.21,4.53,613331
6462,Familienstand,ledig,2007,200706,625513,600914,0.17,4.09,615380
6463,Familienstand,ledig,2007,200707,624539,603260,-0.16,3.53,617154
6464,Familienstand,ledig,2007,200708,625445,604037,0.15,3.54,618938
6465,Familienstand,ledig,2007,200709,627928,606697,0.4,3.5,620707
6466,Familienstand,ledig,2007,200710,633409,611986,0.87,3.5,622492
6467,Familienstand,ledig,2007,200711,635120,613771,0.27,3.48,624271
6468,Familienstand,ledig,2007,200712,635999,614378,0.14,3.52,626073
6469,Familienstand,ledig,2006,200601,584053,568565,0.59,2.72,576303
6470,Familienstand,ledig,2006,200602,588643,570100,0.79,3.25,577848
6471,Familienstand,ledig,2006,200603,590469,572023,0.31,3.22,579385
6472,Familienstand,ledig,2006,200604,593225,573562,0.47,3.43,581024
6473,Familienstand,ledig,2006,200605,597385,574235,0.7,4.03,582953
6474,Familienstand,ledig,2006,200606,600914,574729,0.59,4.56,585135
6475,Familienstand,ledig,2006,200607,603260,575119,0.39,4.89,587480
6476,Familienstand,ledig,2006,200608,604037,575513,0.13,4.96,589857
6477,Familienstand,ledig,2006,200609,606697,576414,0.44,5.25,592381
6478,Familienstand,ledig,2006,200610,611986,579091,0.87,5.68,595122
6479,Familienstand,ledig,2006,200611,613771,580177,0.29,5.79,597921
6480,Familienstand,ledig,2006,200612,614378,580617,0.1,5.81,600735
6481,Familienstand,ledig,2005,200501,568565,561597,0.24,1.24,564567
6482,Familienstand,ledig,2005,200502,570100,561845,0.27,1.47,565255
6483,Familienstand,ledig,2005,200503,572023,562844,0.34,1.63,566020
6484,Familienstand,ledig,2005,200504,573562,562863,0.27,1.9,566911
6485,Familienstand,ledig,2005,200505,574235,563089,0.12,1.98,567840
6486,Familienstand,ledig,2005,200506,574729,563498,0.09,1.99,568776
6487,Familienstand,ledig,2005,200507,575119,562750,0.07,2.2,569807
6488,Familienstand,ledig,2005,200508,575513,563400,0.07,2.15,570816
6489,Familienstand,ledig,2005,200509,576414,564474,0.16,2.12,571811
6490,Familienstand,ledig,2005,200510,579091,566654,0.46,2.19,572848
6491,Familienstand,ledig,2005,200511,580177,567602,0.19,2.22,573896
6492,Familienstand,ledig,2005,200512,580617,567220,0.08,2.36,575012
6493,Familienstand,ledig,2004,200401,561597,558588,-0.08,0.54,561508
6494,Familienstand,ledig,2004,200402,561845,559261,0.04,0.46,561723
6495,Familienstand,ledig,2004,200403,562844,559691,0.18,0.56,561986
6496,Familienstand,ledig,2004,200404,562863,559938,0,0.52,562230
6497,Familienstand,ledig,2004,200405,563089,560501,0.04,0.46,562445
6498,Familienstand,ledig,2004,200406,563498,560912,0.07,0.46,562661
6499,Familienstand,ledig,2004,200407,562750,561555,-0.13,0.21,562760
6500,Familienstand,ledig,2004,200408,563400,561577,0.12,0.32,562912
6501,Familienstand,ledig,2004,200409,564474,562596,0.19,0.33,563069
6502,Familienstand,ledig,2004,200410,566654,564243,0.39,0.43,563270
6503,Familienstand,ledig,2004,200411,567602,564194,0.17,0.6,563554
6504,Familienstand,ledig,2004,200412,567220,562029,-0.07,0.92,563986
6505,Familienstand,ledig,2003,200301,558588,553166,0.13,0.98,556859
6506,Familienstand,ledig,2003,200302,559261,554070,0.12,0.94,557292
6507,Familienstand,ledig,2003,200303,559691,555208,0.08,0.81,557665
6508,Familienstand,ledig,2003,200304,559938,556668,0.04,0.59,557938
6509,Familienstand,ledig,2003,200305,560501,557110,0.1,0.61,558220
6510,Familienstand,ledig,2003,200306,560912,556598,0.07,0.78,558580
6511,Familienstand,ledig,2003,200307,561555,556463,0.11,0.92,559004
6512,Familienstand,ledig,2003,200308,561577,556145,0,0.98,559457
6513,Familienstand,ledig,2003,200309,562596,556970,0.18,1.01,559926
6514,Familienstand,ledig,2003,200310,564243,558445,0.29,1.04,560409
6515,Familienstand,ledig,2003,200311,564194,558179,-0.01,1.08,560910
6516,Familienstand,ledig,2003,200312,562029,557863,-0.38,0.75,561257
6517,Familienstand,ledig,2002,200201,553166,545220,-0.22,1.46,550817
6518,Familienstand,ledig,2002,200202,554070,546450,0.16,1.39,551452
6519,Familienstand,ledig,2002,200203,555208,547801,0.21,1.35,552069
6520,Familienstand,ledig,2002,200204,556668,548840,0.26,1.43,552722
6521,Familienstand,ledig,2002,200205,557110,549805,0.08,1.33,553330
6522,Familienstand,ledig,2002,200206,556598,549808,-0.09,1.23,553896
6523,Familienstand,ledig,2002,200207,556463,550277,-0.02,1.12,554412
6524,Familienstand,ledig,2002,200208,556145,550272,-0.06,1.07,554901
6525,Familienstand,ledig,2002,200209,556970,550938,0.15,1.09,555404
6526,Familienstand,ledig,2002,200210,558445,553628,0.26,0.87,555805
6527,Familienstand,ledig,2002,200211,558179,554428,-0.05,0.68,556118
6528,Familienstand,ledig,2002,200212,557863,554391,-0.06,0.63,556407
6529,Familienstand,ledig,2001,200101,545220,531130,0.35,2.65,538228
6530,Familienstand,ledig,2001,200102,546450,532026,0.23,2.71,539430
6531,Familienstand,ledig,2001,200103,547801,533029,0.25,2.77,540661
6532,Familienstand,ledig,2001,200104,548840,534420,0.19,2.7,541862
6533,Familienstand,ledig,2001,200105,549805,535493,0.18,2.67,543055
6534,Familienstand,ledig,2001,200106,549808,536493,0,2.48,544165
6535,Familienstand,ledig,2001,200107,550277,537800,0.09,2.32,545204
6536,Familienstand,ledig,2001,200108,550272,538016,0,2.28,546226
6537,Familienstand,ledig,2001,200109,550938,538811,0.12,2.25,547236
6538,Familienstand,ledig,2001,200110,553628,541142,0.49,2.31,548277
6539,Familienstand,ledig,2001,200111,554428,542977,0.14,2.11,549231
6540,Familienstand,ledig,2001,200112,554391,543305,-0.01,2.04,550155
6541,Familienstand,ledig,2000,200001,531130,,0.23,,531130
6542,Familienstand,ledig,2000,200002,532026,,0.17,,531578
6543,Familienstand,ledig,2000,200003,533029,,0.19,,532062
6544,Familienstand,ledig,2000,200004,534420,,0.26,,532651
6545,Familienstand,ledig,2000,200005,535493,,0.2,,533220
6546,Familienstand,ledig,2000,200006,536493,,0.19,,533765
6547,Familienstand,ledig,2000,200007,537800,,0.24,,534342
6548,Familienstand,ledig,2000,200008,538016,524685,0.04,2.54,534801
6549,Familienstand,ledig,2000,200009,538811,527115,0.15,2.22,535246
6550,Familienstand,ledig,2000,200010,541142,528788,0.43,2.34,535836
6551,Familienstand,ledig,2000,200011,542977,529906,0.34,2.47,536485
6552,Familienstand,ledig,2000,200012,543305,529928,0.06,2.52,537054
6553,Familienstand,verheiratet,2025,202501,587264,584071,-0.19,0.55,586327
6554,Familienstand,verheiratet,2025,202502,586721,583988,-0.09,0.47,586555
6555,Familienstand,verheiratet,2025,202503,585898,583844,-0.14,0.35,586726
6556,Familienstand,verheiratet,2025,202504,585407,583990,-0.08,0.24,586844
6557,Familienstand,verheiratet,2025,202505,585933,584966,0.09,0.17,586925
6558,Familienstand,verheiratet,2025,202506,586635,585670,0.12,0.16,587005
6559,Familienstand,verheiratet,2025,202507,587556,586464,0.16,0.19,587096
6560,Familienstand,verheiratet,2025,202508,587889,586783,0.06,0.19,587188
6561,Familienstand,verheiratet,2025,202509,,587645,,,
6562,Familienstand,verheiratet,2025,202510,,588418,,,
6563,Familienstand,verheiratet,2025,202511,,588505,,,
6564,Familienstand,verheiratet,2025,202512,,588387,,,
6565,Familienstand,verheiratet,2024,202401,584071,584648,-0.19,-0.1,583630
6566,Familienstand,verheiratet,2024,202402,583988,584283,-0.01,-0.05,583606
6567,Familienstand,verheiratet,2024,202403,583844,584043,-0.02,-0.03,583589
6568,Familienstand,verheiratet,2024,202404,583990,583732,0.03,0.04,583610
6569,Familienstand,verheiratet,2024,202405,584966,581046,0.17,0.67,583937
6570,Familienstand,verheiratet,2024,202406,585670,581667,0.12,0.69,584271
6571,Familienstand,verheiratet,2024,202407,586464,582758,0.14,0.64,584580
6572,Familienstand,verheiratet,2024,202408,586783,583200,0.05,0.61,584878
6573,Familienstand,verheiratet,2024,202409,587645,584128,0.15,0.6,585171
6574,Familienstand,verheiratet,2024,202410,588418,584665,0.13,0.64,585484
6575,Familienstand,verheiratet,2024,202411,588505,584813,0.01,0.63,585792
6576,Familienstand,verheiratet,2024,202412,588387,585155,-0.02,0.55,586061
6577,Familienstand,verheiratet,2023,202301,584648,578635,-0.11,1.04,583571
6578,Familienstand,verheiratet,2023,202302,584283,578571,-0.06,0.99,584047
6579,Familienstand,verheiratet,2023,202303,584043,580882,-0.04,0.54,584310
6580,Familienstand,verheiratet,2023,202304,583732,582311,-0.05,0.24,584429
6581,Familienstand,verheiratet,2023,202305,581046,583430,-0.46,-0.41,584230
6582,Familienstand,verheiratet,2023,202306,581667,584313,0.11,-0.45,584010
6583,Familienstand,verheiratet,2023,202307,582758,585287,0.19,-0.43,583799
6584,Familienstand,verheiratet,2023,202308,583200,583825,0.08,-0.11,583747
6585,Familienstand,verheiratet,2023,202309,584128,584391,0.16,-0.05,583725
6586,Familienstand,verheiratet,2023,202310,584665,584877,0.09,-0.04,583707
6587,Familienstand,verheiratet,2023,202311,584813,585003,0.03,-0.03,583691
6588,Familienstand,verheiratet,2023,202312,585155,585313,0.06,-0.03,583678
6589,Familienstand,verheiratet,2022,202201,578635,581757,-0.14,-0.54,579522
6590,Familienstand,verheiratet,2022,202202,578571,580656,-0.01,-0.36,579348
6591,Familienstand,verheiratet,2022,202203,580882,579526,0.4,0.23,579461
6592,Familienstand,verheiratet,2022,202204,582311,578994,0.25,0.57,579738
6593,Familienstand,verheiratet,2022,202205,583430,578746,0.19,0.81,580128
6594,Familienstand,verheiratet,2022,202206,584313,578740,0.15,0.96,580593
6595,Familienstand,verheiratet,2022,202207,585287,579162,0.17,1.06,581103
6596,Familienstand,verheiratet,2022,202208,583825,579616,-0.25,0.73,581454
6597,Familienstand,verheiratet,2022,202209,584391,580896,0.1,0.6,581745
6598,Familienstand,verheiratet,2022,202210,584877,580077,0.08,0.83,582145
6599,Familienstand,verheiratet,2022,202211,585003,579781,0.02,0.9,582580
6600,Familienstand,verheiratet,2022,202212,585313,579436,0.05,1.01,583070
6601,Familienstand,verheiratet,2021,202101,581757,585261,-0.22,-0.6,583354
6602,Familienstand,verheiratet,2021,202102,580656,585052,-0.19,-0.75,582988
6603,Familienstand,verheiratet,2021,202103,579526,584427,-0.19,-0.84,582580
6604,Familienstand,verheiratet,2021,202104,578994,583391,-0.09,-0.75,582213
6605,Familienstand,verheiratet,2021,202105,578746,582629,-0.04,-0.67,581890
6606,Familienstand,verheiratet,2021,202106,578740,582782,0,-0.69,581553
6607,Familienstand,verheiratet,2021,202107,579162,582849,0.07,-0.63,581246
6608,Familienstand,verheiratet,2021,202108,579616,582960,0.08,-0.57,580967
6609,Familienstand,verheiratet,2021,202109,580896,583564,0.22,-0.46,580745
6610,Familienstand,verheiratet,2021,202110,580077,584185,-0.14,-0.7,580402
6611,Familienstand,verheiratet,2021,202111,579781,583616,-0.05,-0.66,580083
6612,Familienstand,verheiratet,2021,202112,579436,583041,-0.06,-0.62,579782
6613,Familienstand,verheiratet,2020,202001,585261,579338,-0.08,1.02,582395
6614,Familienstand,verheiratet,2020,202002,585052,579081,-0.04,1.03,582893
6615,Familienstand,verheiratet,2020,202003,584427,578831,-0.11,0.97,583359
6616,Familienstand,verheiratet,2020,202004,583391,579641,-0.18,0.65,583671
6617,Familienstand,verheiratet,2020,202005,582629,580025,-0.13,0.45,583888
6618,Familienstand,verheiratet,2020,202006,582782,580977,0.03,0.31,584039
6619,Familienstand,verheiratet,2020,202007,582849,581990,0.01,0.15,584110
6620,Familienstand,verheiratet,2020,202008,582960,582721,0.02,0.04,584130
6621,Familienstand,verheiratet,2020,202009,583564,584053,0.1,-0.08,584090
6622,Familienstand,verheiratet,2020,202010,584185,585040,0.11,-0.15,584018
6623,Familienstand,verheiratet,2020,202011,583616,585362,-0.1,-0.3,583873
6624,Familienstand,verheiratet,2020,202012,583041,585757,-0.1,-0.46,583646
6625,Familienstand,verheiratet,2019,201901,579338,573215,-0.09,1.07,576213
6626,Familienstand,verheiratet,2019,201902,579081,573109,-0.04,1.04,576756
6627,Familienstand,verheiratet,2019,201903,578831,572207,-0.04,1.16,577358
6628,Familienstand,verheiratet,2019,201904,579641,571645,0.14,1.4,578085
6629,Familienstand,verheiratet,2019,201905,580025,,0.07,,578247
6630,Familienstand,verheiratet,2019,201906,580977,574071,0.16,1.2,578822
6631,Familienstand,verheiratet,2019,201907,581990,575365,0.17,1.15,579375
6632,Familienstand,verheiratet,2019,201908,582721,576696,0.13,1.04,579877
6633,Familienstand,verheiratet,2019,201909,584053,578048,0.23,1.04,580377
6634,Familienstand,verheiratet,2019,201910,585040,578795,0.17,1.08,580897
6635,Familienstand,verheiratet,2019,201911,585362,579191,0.06,1.07,581412
6636,Familienstand,verheiratet,2019,201912,585757,579881,0.07,1.01,581901
6637,Familienstand,verheiratet,2018,201801,573215,576743,-0.08,-0.61,575581
6638,Familienstand,verheiratet,2018,201802,573109,575785,-0.02,-0.46,575358
6639,Familienstand,verheiratet,2018,201803,572207,575531,-0.16,-0.58,575081
6640,Familienstand,verheiratet,2018,201804,571645,575687,-0.1,-0.7,574744
6641,Familienstand,verheiratet,2018,201805,,576637,,,
6642,Familienstand,verheiratet,2018,201806,574071,577579,,-0.61,574253
6643,Familienstand,verheiratet,2018,201807,575365,577592,0.23,-0.39,574050
6644,Familienstand,verheiratet,2018,201808,576696,576815,0.23,-0.02,574040
6645,Familienstand,verheiratet,2018,201809,578048,574872,0.23,0.55,574328
6646,Familienstand,verheiratet,2018,201810,578795,575064,0.13,0.65,574668
6647,Familienstand,verheiratet,2018,201811,579191,574507,0.07,0.82,575093
6648,Familienstand,verheiratet,2018,201812,579881,573685,0.12,1.08,575657
6649,Familienstand,verheiratet,2017,201701,576743,570234,-0.09,1.14,573717
6650,Familienstand,verheiratet,2017,201702,575785,570208,-0.17,0.98,574182
6651,Familienstand,verheiratet,2017,201703,575531,569684,-0.04,1.03,574669
6652,Familienstand,verheiratet,2017,201704,575687,570033,0.03,0.99,575141
6653,Familienstand,verheiratet,2017,201705,576637,571079,0.17,0.97,575604
6654,Familienstand,verheiratet,2017,201706,577579,572131,0.16,0.95,576058
6655,Familienstand,verheiratet,2017,201707,577592,573320,0,0.75,576414
6656,Familienstand,verheiratet,2017,201708,576815,574468,-0.13,0.41,576609
6657,Familienstand,verheiratet,2017,201709,574872,575852,-0.34,-0.17,576528
6658,Familienstand,verheiratet,2017,201710,575064,576700,0.03,-0.28,576391
6659,Familienstand,verheiratet,2017,201711,574507,577106,-0.1,-0.45,576175
6660,Familienstand,verheiratet,2017,201712,573685,577284,-0.14,-0.62,575875
6661,Familienstand,verheiratet,2016,201601,570234,560376,0,1.76,565027
6662,Familienstand,verheiratet,2016,201602,570208,560026,0,1.82,565876
6663,Familienstand,verheiratet,2016,201603,569684,560039,-0.09,1.72,566679
6664,Familienstand,verheiratet,2016,201604,570033,560440,0.06,1.71,567479
6665,Familienstand,verheiratet,2016,201605,571079,561525,0.18,1.7,568275
6666,Familienstand,verheiratet,2016,201606,572131,562369,0.18,1.74,569088
6667,Familienstand,verheiratet,2016,201607,573320,563907,0.21,1.67,569873
6668,Familienstand,verheiratet,2016,201608,574468,565598,0.2,1.57,570612
6669,Familienstand,verheiratet,2016,201609,575852,567523,0.24,1.47,571306
6670,Familienstand,verheiratet,2016,201610,576700,568754,0.15,1.4,571968
6671,Familienstand,verheiratet,2016,201611,577106,569704,0.07,1.3,572585
6672,Familienstand,verheiratet,2016,201612,577284,570206,0.03,1.24,573175
6673,Familienstand,verheiratet,2015,201501,560376,551282,0.02,1.65,555740
6674,Familienstand,verheiratet,2015,201502,560026,551109,-0.06,1.62,556483
6675,Familienstand,verheiratet,2015,201503,560039,551296,0,1.59,557211
6676,Familienstand,verheiratet,2015,201504,560440,551427,0.07,1.63,557962
6677,Familienstand,verheiratet,2015,201505,561525,552280,0.19,1.67,558733
6678,Familienstand,verheiratet,2015,201506,562369,553250,0.15,1.65,559493
6679,Familienstand,verheiratet,2015,201507,563907,554621,0.27,1.67,560267
6680,Familienstand,verheiratet,2015,201508,565598,556281,0.3,1.67,561043
6681,Familienstand,verheiratet,2015,201509,567523,558371,0.34,1.64,561806
6682,Familienstand,verheiratet,2015,201510,568754,559650,0.22,1.63,562564
6683,Familienstand,verheiratet,2015,201511,569704,559973,0.17,1.74,563375
6684,Familienstand,verheiratet,2015,201512,570206,560242,0.09,1.78,564206
6685,Familienstand,verheiratet,2014,201401,551282,543930,0,1.35,547302
6686,Familienstand,verheiratet,2014,201402,551109,543409,-0.03,1.42,547943
6687,Familienstand,verheiratet,2014,201403,551296,542804,0.03,1.56,548651
6688,Familienstand,verheiratet,2014,201404,551427,543140,0.02,1.53,549341
6689,Familienstand,verheiratet,2014,201405,552280,543971,0.15,1.53,550034
6690,Familienstand,verheiratet,2014,201406,553250,545251,0.18,1.47,550700
6691,Familienstand,verheiratet,2014,201407,554621,546715,0.25,1.45,551359
6692,Familienstand,verheiratet,2014,201408,556281,547944,0.3,1.52,552054
6693,Familienstand,verheiratet,2014,201409,558371,549814,0.38,1.56,552767
6694,Familienstand,verheiratet,2014,201410,559650,550887,0.23,1.59,553497
6695,Familienstand,verheiratet,2014,201411,559973,551095,0.06,1.61,554237
6696,Familienstand,verheiratet,2014,201412,560242,551306,0.05,1.62,554982
6697,Familienstand,verheiratet,2013,201301,543930,537846,-0.08,1.13,541014
6698,Familienstand,verheiratet,2013,201302,543409,537284,-0.1,1.14,541524
6699,Familienstand,verheiratet,2013,201303,542804,537079,-0.11,1.07,542001
6700,Familienstand,verheiratet,2013,201304,543140,537320,0.06,1.08,542486
6701,Familienstand,verheiratet,2013,201305,543971,539177,0.15,0.89,542886
6702,Familienstand,verheiratet,2013,201306,545251,539470,0.24,1.07,543368
6703,Familienstand,verheiratet,2013,201307,546715,540631,0.27,1.13,543875
6704,Familienstand,verheiratet,2013,201308,547944,541825,0.22,1.13,544385
6705,Familienstand,verheiratet,2013,201309,549814,543106,0.34,1.24,544944
6706,Familienstand,verheiratet,2013,201310,550887,544017,0.2,1.26,545516
6707,Familienstand,verheiratet,2013,201311,551095,543959,0.04,1.31,546111
6708,Familienstand,verheiratet,2013,201312,551306,544368,0.04,1.27,546689
6709,Familienstand,verheiratet,2012,201201,537846,531505,0.06,1.19,534497
6710,Familienstand,verheiratet,2012,201202,537284,530965,-0.1,1.19,535024
6711,Familienstand,verheiratet,2012,201203,537079,530875,-0.04,1.17,535541
6712,Familienstand,verheiratet,2012,201204,537320,530925,0.04,1.2,536074
6713,Familienstand,verheiratet,2012,201205,539177,531746,0.35,1.4,536693
6714,Familienstand,verheiratet,2012,201206,539470,533169,0.05,1.18,537218
6715,Familienstand,verheiratet,2012,201207,540631,534289,0.22,1.19,537746
6716,Familienstand,verheiratet,2012,201208,541825,535405,0.22,1.2,538281
6717,Familienstand,verheiratet,2012,201209,543106,536450,0.24,1.24,538836
6718,Familienstand,verheiratet,2012,201210,544017,537309,0.17,1.25,539395
6719,Familienstand,verheiratet,2012,201211,543959,537472,-0.01,1.21,539936
6720,Familienstand,verheiratet,2012,201212,544368,537513,0.08,1.28,540507
