_id,MONATSZAHL,AUSPRAEGUNG,JAHR,MONAT,WERT,VORJAHRESWERT,VERAEND_VORMONAT_PROZENT,VERAEND_VORJAHRESMONAT_PROZENT,ZWOELF_MONATE_MITTELWERT,date,month,year
10213,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2013,201307,189205,180306,0.74,4.94,184868,2013-07-01,7,2013
10214,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2013,201308,190008,180696,0.42,5.15,185644,2013-08-01,8,2013
10215,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2013,201309,192004,181834,1.05,5.59,186492,2013-09-01,9,2013
10216,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2013,201310,193798,183458,0.93,5.64,187353,2013-10-01,10,2013
10217,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2013,201311,194274,184047,0.25,5.56,188206,2013-11-01,11,2013
10218,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2013,201312,194059,184042,-0.11,5.44,189040,2013-12-01,12,2013
10219,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2012,201201,174690,164218,0.63,6.38,169827,2012-01-01,1,2012
10220,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2012,201202,175148,164778,0.26,6.29,170691,2012-02-01,2,2012
10221,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2012,201203,175800,165473,0.37,6.24,171552,2012-03-01,3,2012
10222,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2012,201204,177015,166425,0.69,6.36,172434,2012-04-01,4,2012
10223,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2012,201205,178607,167496,0.9,6.63,173360,2012-05-01,5,2012
10224,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2012,201206,179141,168379,0.3,6.39,174257,2012-06-01,6,2012
10225,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2012,201207,180306,169422,0.65,6.42,175164,2012-07-01,7,2012
10226,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2012,201208,180696,169891,0.22,6.36,176064,2012-08-01,8,2012
10227,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2012,201209,181834,171077,0.63,6.29,176961,2012-09-01,9,2012
10228,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2012,201210,183458,172951,0.89,6.08,177836,2012-10-01,10,2012
10229,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2012,201211,184047,173742,0.32,5.93,178695,2012-11-01,11,2012
10230,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2012,201212,184042,173599,0,6.02,179565,2012-12-01,12,2012
10231,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2011,201101,164218,159209,0.42,3.15,161154,2011-01-01,1,2011
10232,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2011,201102,164778,158929,0.34,3.68,161642,2011-02-01,2,2011
10233,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2011,201103,165473,159155,0.42,3.97,162168,2011-03-01,3,2011
10234,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2011,201104,166425,159663,0.58,4.24,162732,2011-04-01,4,2011
10235,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2011,201105,167496,160234,0.64,4.53,163337,2011-05-01,5,2011
10236,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2011,201106,168379,159480,0.53,5.58,164079,2011-06-01,6,2011
10237,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2011,201107,169422,160129,0.62,5.8,164853,2011-07-01,7,2011
10238,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2011,201108,169891,160859,0.28,5.61,165606,2011-08-01,8,2011
10239,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2011,201109,171077,161397,0.7,6,166412,2011-09-01,9,2011
10240,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2011,201110,172951,162787,1.1,6.24,167259,2011-10-01,10,2011
10241,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2011,201111,173742,163470,0.46,6.28,168115,2011-11-01,11,2011
10242,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2011,201112,173599,163531,-0.08,6.16,168954,2011-12-01,12,2011
10243,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2010,201001,159209,164660,0.03,-3.31,158395,2010-01-01,1,2010
10244,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2010,201002,158929,163288,-0.18,-2.67,158032,2010-02-01,2,2010
10245,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2010,201003,159155,155891,0.14,2.09,158304,2010-03-01,3,2010
10246,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2010,201004,159663,155849,0.32,2.45,158622,2010-04-01,4,2010
10247,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2010,201005,160234,156241,0.36,2.56,158955,2010-05-01,5,2010
10248,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2010,201006,159480,156885,-0.47,1.65,159171,2010-06-01,6,2010
10249,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2010,201007,160129,157617,0.41,1.59,159380,2010-07-01,7,2010
10250,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2010,201008,160859,158277,0.46,1.63,159595,2010-08-01,8,2010
10251,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2010,201009,161397,159186,0.33,1.39,159780,2010-09-01,9,2010
10252,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2010,201010,162787,159957,0.86,1.77,160015,2010-10-01,10,2010
10253,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2010,201011,163470,159184,0.42,2.69,160373,2010-11-01,11,2010
10254,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2010,201012,163531,159158,0.04,2.75,160737,2010-12-01,12,2010
10255,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2009,200901,164660,162428,0.29,1.37,163206,2009-01-01,1,2009
10256,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2009,200902,163288,162118,-0.83,0.72,163304,2009-02-01,2,2009
10257,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2009,200903,155891,162530,-4.53,-4.08,162750,2009-03-01,3,2009
10258,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2009,200904,155849,162936,-0.03,-4.35,162160,2009-04-01,4,2009
10259,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2009,200905,156241,163336,0.25,-4.34,161569,2009-05-01,5,2009
10260,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2009,200906,156885,161913,0.41,-3.11,161150,2009-06-01,6,2009
10261,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2009,200907,157617,162334,0.47,-2.91,160757,2009-07-01,7,2009
10262,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2009,200908,158277,162580,0.42,-2.65,160398,2009-08-01,8,2009
10263,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2009,200909,159186,163317,0.57,-2.53,160054,2009-09-01,9,2009
10264,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2009,200910,159957,164260,0.48,-2.62,159695,2009-10-01,10,2009
10265,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2009,200911,159184,164299,-0.48,-3.11,159269,2009-11-01,11,2009
10266,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2009,200912,159158,164191,-0.02,-3.07,158849,2009-12-01,12,2009
10267,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2008,200801,162428,159199,0.11,2.03,161128,2008-01-01,1,2008
10268,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2008,200802,162118,159634,-0.19,1.56,161335,2008-02-01,2,2008
10269,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2008,200803,162530,160070,0.25,1.54,161540,2008-03-01,3,2008
10270,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2008,200804,162936,160394,0.25,1.58,161752,2008-04-01,4,2008
10271,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2008,200805,163336,160708,0.25,1.64,161971,2008-05-01,5,2008
10272,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2008,200806,161913,160994,-0.87,0.57,162048,2008-06-01,6,2008
10273,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2008,200807,162334,160191,0.26,1.34,162226,2008-07-01,7,2008
10274,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2008,200808,162580,160714,0.15,1.16,162382,2008-08-01,8,2008
10275,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2008,200809,163317,161312,0.45,1.24,162549,2008-09-01,9,2008
10276,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2008,200810,164260,162376,0.58,1.16,162706,2008-10-01,10,2008
10277,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2008,200811,164299,162471,0.02,1.13,162858,2008-11-01,11,2008
10278,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2008,200812,164191,162245,-0.07,1.2,163020,2008-12-01,12,2008
10279,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2007,200701,159199,157756,0.11,0.91,158674,2007-01-01,1,2007
10280,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2007,200702,159634,157843,0.27,1.13,158824,2007-02-01,2,2007
10281,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2007,200703,160070,157719,0.27,1.49,159020,2007-03-01,3,2007
10282,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2007,200704,160394,157901,0.2,1.58,159227,2007-04-01,4,2007
10283,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2007,200705,160708,158388,0.2,1.46,159421,2007-05-01,5,2007
10284,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2007,200706,160994,158669,0.18,1.47,159614,2007-06-01,6,2007
10285,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2007,200707,160191,158590,-0.5,1.01,159748,2007-07-01,7,2007
10286,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2007,200708,160714,158508,0.33,1.39,159932,2007-08-01,8,2007
10287,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2007,200709,161312,159074,0.37,1.41,160118,2007-09-01,9,2007
10288,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2007,200710,162376,159669,0.66,1.7,160344,2007-10-01,10,2007
10289,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2007,200711,162471,159511,0.06,1.86,160590,2007-11-01,11,2007
10290,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2007,200712,162245,159022,-0.14,2.03,160859,2007-12-01,12,2007
10291,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2006,200601,157756,155535,0.15,1.43,156748,2006-01-01,1,2006
10292,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2006,200602,157843,155430,0.06,1.55,156949,2006-02-01,2,2006
10293,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2006,200603,157719,155447,-0.08,1.46,157138,2006-03-01,3,2006
10294,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2006,200604,157901,155927,0.12,1.27,157303,2006-04-01,4,2006
10295,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2006,200605,158388,156266,0.31,1.36,157480,2006-05-01,5,2006
10296,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2006,200606,158669,156507,0.18,1.38,157660,2006-06-01,6,2006
10297,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2006,200607,158590,156657,-0.05,1.23,157821,2006-07-01,7,2006
10298,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2006,200608,158508,156572,-0.05,1.24,157982,2006-08-01,8,2006
10299,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2006,200609,159074,157161,0.36,1.22,158142,2006-09-01,9,2006
10300,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2006,200610,159669,157801,0.37,1.18,158297,2006-10-01,10,2006
10301,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2006,200611,159511,157930,-0.1,1,158429,2006-11-01,11,2006
10302,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2006,200612,159022,157520,-0.31,0.95,158554,2006-12-01,12,2006
10303,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2005,200501,155535,155300,0.2,0.15,154954,2005-01-01,1,2005
10304,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2005,200502,155430,154986,-0.07,0.29,154991,2005-02-01,2,2005
10305,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2005,200503,155447,154745,0.01,0.45,155050,2005-03-01,3,2005
10306,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2005,200504,155927,154209,0.31,1.11,155193,2005-04-01,4,2005
10307,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2005,200505,156266,154577,0.22,1.09,155334,2005-05-01,5,2005
10308,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2005,200506,156507,155134,0.15,0.89,155448,2005-06-01,6,2005
10309,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2005,200507,156657,153735,0.1,1.9,155691,2005-07-01,7,2005
10310,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2005,200508,156572,154236,-0.05,1.51,155886,2005-08-01,8,2005
10311,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2005,200509,157161,155118,0.38,1.32,156056,2005-09-01,9,2005
10312,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2005,200510,157801,155885,0.41,1.23,156216,2005-10-01,10,2005
10313,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2005,200511,157930,156062,0.08,1.2,156372,2005-11-01,11,2005
10314,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2005,200512,157520,155227,-0.26,1.48,156563,2005-12-01,12,2005
10315,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2004,200401,155300,155311,-0.43,-0.01,156456,2004-01-01,1,2004
10316,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2004,200402,154986,155383,-0.2,-0.26,156423,2004-02-01,2,2004
10317,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2004,200403,154745,155364,-0.16,-0.4,156371,2004-03-01,3,2004
10318,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2004,200404,154209,155786,-0.35,-1.01,156240,2004-04-01,4,2004
10319,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2004,200405,154577,156336,0.24,-1.13,156093,2004-05-01,5,2004
10320,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2004,200406,155134,156575,0.36,-0.92,155973,2004-06-01,6,2004
10321,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2004,200407,153735,156919,-0.9,-2.03,155708,2004-07-01,7,2004
10322,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2004,200408,154236,157061,0.33,-1.8,155472,2004-08-01,8,2004
10323,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2004,200409,155118,157372,0.57,-1.43,155284,2004-09-01,9,2004
10324,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2004,200410,155885,157767,0.49,-1.19,155127,2004-10-01,10,2004
10325,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2004,200411,156062,157636,0.11,-1,154996,2004-11-01,11,2004
10326,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2004,200412,155227,155968,-0.54,-0.48,154935,2004-12-01,12,2004
10327,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2003,200301,155311,154030,-0.05,0.83,154929,2003-01-01,1,2003
10328,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2003,200302,155383,154004,0.05,0.9,155044,2003-02-01,2,2003
10329,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2003,200303,155364,154267,-0.01,0.71,155136,2003-03-01,3,2003
10330,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2003,200304,155786,154764,0.27,0.66,155221,2003-04-01,4,2003
10331,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2003,200305,156336,155060,0.35,0.82,155327,2003-05-01,5,2003
10332,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2003,200306,156575,154942,0.15,1.05,155463,2003-06-01,6,2003
10333,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2003,200307,156919,154812,0.22,1.36,155639,2003-07-01,7,2003
10334,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2003,200308,157061,154766,0.09,1.48,155830,2003-08-01,8,2003
10335,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2003,200309,157372,154915,0.2,1.59,156035,2003-09-01,9,2003
10336,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2003,200310,157767,155480,0.25,1.47,156226,2003-10-01,10,2003
10337,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2003,200311,157636,155445,-0.08,1.41,156408,2003-11-01,11,2003
10338,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2003,200312,155968,155387,-1.06,0.37,156457,2003-12-01,12,2003
10339,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2002,200201,154030,153958,-0.83,0.05,154710,2002-01-01,1,2002
10340,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2002,200202,154004,153676,-0.02,0.21,154737,2002-02-01,2,2002
10341,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2002,200203,154267,153699,0.17,0.37,154784,2002-03-01,3,2002
10342,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2002,200204,154764,154100,0.32,0.43,154840,2002-04-01,4,2002
10343,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2002,200205,155060,154768,0.19,0.19,154864,2002-05-01,5,2002
10344,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2002,200206,154942,154967,-0.08,-0.02,154862,2002-06-01,6,2002
10345,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2002,200207,154812,154922,-0.08,-0.07,154853,2002-07-01,7,2002
10346,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2002,200208,154766,154625,-0.03,0.09,154865,2002-08-01,8,2002
10347,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2002,200209,154915,154908,0.1,0,154865,2002-09-01,9,2002
10348,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2002,200210,155480,155804,0.36,-0.21,154838,2002-10-01,10,2002
10349,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2002,200211,155445,155693,-0.02,-0.16,154818,2002-11-01,11,2002
10350,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2002,200212,155387,155325,-0.04,0.04,154823,2002-12-01,12,2002
10351,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2001,200101,153958,151552,0.19,1.59,152733,2001-01-01,1,2001
10352,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2001,200102,153676,151301,-0.18,1.57,152931,2001-02-01,2,2001
10353,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2001,200103,153699,151028,0.01,1.77,153153,2001-03-01,3,2001
10354,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2001,200104,154100,151453,0.26,1.75,153374,2001-04-01,4,2001
10355,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2001,200105,154768,151812,0.43,1.95,153620,2001-05-01,5,2001
10356,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2001,200106,154967,152434,0.13,1.66,153831,2001-06-01,6,2001
10357,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2001,200107,154922,153079,-0.03,1.2,153985,2001-07-01,7,2001
10358,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2001,200108,154625,153000,-0.19,1.06,154120,2001-08-01,8,2001
10359,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2001,200109,154908,153117,0.18,1.17,154269,2001-09-01,9,2001
10360,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2001,200110,155804,153818,0.58,1.29,154435,2001-10-01,10,2001
10361,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2001,200111,155693,154125,-0.07,1.02,154566,2001-11-01,11,2001
10362,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2001,200112,155325,153667,-0.24,1.08,154704,2001-12-01,12,2001
10363,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2000,200001,151552,NA,0.2,NA,151552,2000-01-01,1,2000
10364,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2000,200002,151301,NA,-0.17,NA,151427,2000-02-01,2,2000
10365,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2000,200003,151028,NA,-0.18,NA,151294,2000-03-01,3,2000
10366,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2000,200004,151453,NA,0.28,NA,151334,2000-04-01,4,2000
10367,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2000,200005,151812,NA,0.24,NA,151429,2000-05-01,5,2000
10368,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2000,200006,152434,NA,0.41,NA,151597,2000-06-01,6,2000
10369,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2000,200007,153079,NA,0.42,NA,151808,2000-07-01,7,2000
10370,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2000,200008,153000,148808,-0.05,2.82,151957,2000-08-01,8,2000
10371,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2000,200009,153117,150801,0.08,1.54,152086,2000-09-01,9,2000
10372,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2000,200010,153818,151410,0.46,1.59,152259,2000-10-01,10,2000
10373,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2000,200011,154125,151761,0.2,1.56,152429,2000-11-01,11,2000
10374,Geschlecht und Staatsangehörigkeit,nichtdeutsch männlich,2000,200012,153667,151251,-0.3,1.6,152532,2000-12-01,12,2000
10375,Geschlecht und Staatsangehörigkeit,nichtdeutsch weiblich,2025,202501,240181,234939,-0.04,2.23,237994,2025-01-01,1,2025
10376,Geschlecht und Staatsangehörigkeit,nichtdeutsch weiblich,2025,202502,240121,235497,-0.02,1.96,238380,2025-02-01,2,2025
10377,Geschlecht und Staatsangehörigkeit,nichtdeutsch weiblich,2025,202503,239985,235935,-0.06,1.72,238717,2025-03-01,3,2025
10378,Geschlecht und Staatsangehörigkeit,nichtdeutsch weiblich,2025,202504,240125,236652,0.06,1.47,239007,2025-04-01,4,2025
10379,Geschlecht und Staatsangehörigkeit,nichtdeutsch weiblich,2025,202505,240087,237134,-0.02,1.25,239253,2025-05-01,5,2025
10380,Geschlecht und Staatsangehörigkeit,nichtdeutsch weiblich,2025,202506,239881,237312,-0.09,1.08,239467,2025-06-01,6,2025
10381,Geschlecht und Staatsangehörigkeit,nichtdeutsch weiblich,2025,202507,239401,237293,-0.2,0.89,239642,2025-07-01,7,2025
10382,Geschlecht und Staatsangehörigkeit,nichtdeutsch weiblich,2025,202508,239395,237119,0,0.96,239832,2025-08-01,8,2025
10383,Geschlecht und Staatsangehörigkeit,nichtdeutsch weiblich,2025,202509,NA,238362,NA,NA,NA,2025-09-01,9,2025
10384,Geschlecht und Staatsangehörigkeit,nichtdeutsch weiblich,2025,202510,NA,239692,NA,NA,NA,2025-10-01,10,2025
10385,Geschlecht und Staatsangehörigkeit,nichtdeutsch weiblich,2025,202511,NA,240479,NA,NA,NA,2025-11-01,11,2025
10386,Geschlecht und Staatsangehörigkeit,nichtdeutsch weiblich,2025,202512,NA,240276,NA,NA,NA,2025-12-01,12,2025
10387,Geschlecht und Staatsangehörigkeit,nichtdeutsch weiblich,2024,202401,234939,233645,0.2,0.55,232747,2024-01-01,1,2024
10388,Geschlecht und Staatsangehörigkeit,nichtdeutsch weiblich,2024,202402,235497,233993,0.24,0.64,232873,2024-02-01,2,2024
10389,Geschlecht und Staatsangehörigkeit,nichtdeutsch weiblich,2024,202403,235935,234300,0.19,0.7,233009,2024-03-01,3,2024
10390,Geschlecht und Staatsangehörigkeit,nichtdeutsch weiblich,2024,202404,236652,234760,0.3,0.81,233166,2024-04-01,4,2024
10391,Geschlecht und Staatsangehörigkeit,nichtdeutsch weiblich,2024,202405,237134,230036,0.2,3.09,233758,2024-05-01,5,2024
10392,Geschlecht und Staatsangehörigkeit,nichtdeutsch weiblich,2024,202406,237312,230108,0.08,3.13,234358,2024-06-01,6,2024
10393,Geschlecht und Staatsangehörigkeit,nichtdeutsch weiblich,2024,202407,237293,230307,-0.01,3.03,234940,2024-07-01,7,2024
10394,Geschlecht und Staatsangehörigkeit,nichtdeutsch weiblich,2024,202408,237119,230472,-0.07,2.88,235494,2024-08-01,8,2024
10395,Geschlecht und Staatsangehörigkeit,nichtdeutsch weiblich,2024,202409,238362,231783,0.52,2.84,236043,2024-09-01,9,2024
10396,Geschlecht und Staatsangehörigkeit,nichtdeutsch weiblich,2024,202410,239692,233565,0.56,2.62,236553,2024-10-01,10,2024
10397,Geschlecht und Staatsangehörigkeit,nichtdeutsch weiblich,2024,202411,240479,234239,0.33,2.66,237073,2024-11-01,11,2024
10398,Geschlecht und Staatsangehörigkeit,nichtdeutsch weiblich,2024,202412,240276,234464,-0.08,2.48,237558,2024-12-01,12,2024
10399,Geschlecht und Staatsangehörigkeit,nichtdeutsch weiblich,2023,202301,233645,217682,0.25,7.33,229386,2023-01-01,1,2023
10400,Geschlecht und Staatsangehörigkeit,nichtdeutsch weiblich,2023,202302,233993,218010,0.15,7.33,230718,2023-02-01,2,2023
10401,Geschlecht und Staatsangehörigkeit,nichtdeutsch weiblich,2023,202303,234300,224781,0.13,4.23,231511,2023-03-01,3,2023
10402,Geschlecht und Staatsangehörigkeit,nichtdeutsch weiblich,2023,202304,234760,228086,0.2,2.93,232068,2023-04-01,4,2023
10403,Geschlecht und Staatsangehörigkeit,nichtdeutsch weiblich,2023,202305,230036,229781,-2.01,0.11,232089,2023-05-01,5,2023
10404,Geschlecht und Staatsangehörigkeit,nichtdeutsch weiblich,2023,202306,230108,230554,0.03,-0.19,232052,2023-06-01,6,2023
10405,Geschlecht und Staatsangehörigkeit,nichtdeutsch weiblich,2023,202307,230307,231209,0.09,-0.39,231977,2023-07-01,7,2023
10406,Geschlecht und Staatsangehörigkeit,nichtdeutsch weiblich,2023,202308,230472,229409,0.07,0.46,232065,2023-08-01,8,2023
10407,Geschlecht und Staatsangehörigkeit,nichtdeutsch weiblich,2023,202309,231783,230109,0.57,0.73,232205,2023-09-01,9,2023
10408,Geschlecht und Staatsangehörigkeit,nichtdeutsch weiblich,2023,202310,233565,231638,0.77,0.83,232365,2023-10-01,10,2023
10409,Geschlecht und Staatsangehörigkeit,nichtdeutsch weiblich,2023,202311,234239,232347,0.29,0.81,232523,2023-11-01,11,2023
10410,Geschlecht und Staatsangehörigkeit,nichtdeutsch weiblich,2023,202312,234464,233066,0.1,0.6,232639,2023-12-01,12,2023
10411,Geschlecht und Staatsangehörigkeit,nichtdeutsch weiblich,2022,202201,217682,214771,0.15,1.36,215957,2022-01-01,1,2022
